geometry,code,obec,počet obyv.
"{""type"":""Polygon"",""coordinates"":[[[14.779177,49.159373],[14.772841,49.155179],[14.783016,49.146619],[14.78362,49.139292],[14.792981,49.136075],[14.801959,49.12571],[14.818184,49.123873],[14.822415,49.113672],[14.818344,49.111402],[14.806127,49.109597],[14.803199,49.1168],[14.789853,49.129835],[14.764242,49.129674],[14.760808,49.118044],[14.755913,49.11957],[14.741043,49.117928],[14.738092,49.117921],[14.730655,49.130699],[14.730319,49.134044],[14.723974,49.142454],[14.737986,49.138711],[14.741277,49.150426],[14.746333,49.15315],[14.741597,49.163314],[14.754335,49.164359],[14.761492,49.157743],[14.771252,49.162443],[14.779177,49.159373]]]}",553255,Val (TA),254
"{""type"":""Polygon"",""coordinates"":[[[18.158074,49.376842],[18.131,49.369971],[18.114095,49.375145],[18.101388,49.382024],[18.094067,49.38864],[18.091718,49.405222],[18.084201,49.413512],[18.071152,49.419712],[18.070331,49.425296],[18.082866,49.428297],[18.116689,49.428122],[18.131483,49.430375],[18.143691,49.429673],[18.14052,49.423545],[18.167158,49.415153],[18.171441,49.404206],[18.182411,49.399731],[18.190581,49.386828],[18.189916,49.383189],[18.158074,49.376842]]]}",544949,Valašská Bystřice,2 245
"{""type"":""Polygon"",""coordinates"":[[[17.983659,49.27483],[17.994348,49.272785],[18.035297,49.276086],[18.047355,49.263968],[18.014535,49.254391],[17.997407,49.238148],[17.982893,49.250707],[17.967112,49.259021],[17.979923,49.267567],[17.983659,49.27483]]]}",544990,Valašská Polanka,1 440
"{""type"":""Polygon"",""coordinates"":[[[18.128224,49.254994],[18.143702,49.260712],[18.163172,49.260916],[18.161279,49.255071],[18.147198,49.248412],[18.147743,49.235443],[18.144437,49.229197],[18.156301,49.229459],[18.153101,49.220611],[18.14575,49.224007],[18.129382,49.218381],[18.125289,49.209727],[18.110878,49.211132],[18.097262,49.225766],[18.094193,49.245937],[18.105027,49.245409],[18.128224,49.254994]]]}",553026,Valašská Senice,436
"{""type"":""Polygon"",""coordinates"":[[[17.967576,49.149537],[17.961916,49.156997],[17.9715,49.159264],[17.96511,49.164334],[17.974085,49.169111],[17.988399,49.168789],[17.999091,49.179067],[18.005972,49.17744],[18.008039,49.169398],[18.023501,49.16358],[18.018451,49.15947],[18.023055,49.148009],[18.037727,49.147463],[18.038773,49.137875],[18.058571,49.133522],[18.048318,49.130465],[18.034209,49.116279],[18.016929,49.118644],[18.00248,49.113836],[17.999528,49.121856],[17.986235,49.117932],[17.979572,49.12924],[17.966248,49.136333],[17.967576,49.149537]]]}",585891,Valašské Klobouky,4 946
"{""type"":""Polygon"",""coordinates"":[[[17.992693,49.512809],[17.994849,49.504221],[17.988967,49.495674],[17.98643,49.477064],[18.008848,49.477117],[18.016902,49.47946],[18.019781,49.474904],[18.010793,49.471223],[18.010852,49.453276],[18.019481,49.449006],[18.008867,49.440683],[18.007777,49.431227],[18.000719,49.423802],[17.96453,49.422451],[17.955047,49.425762],[17.969524,49.441389],[17.972197,49.447928],[17.953606,49.453358],[17.956565,49.463465],[17.952557,49.476885],[17.946361,49.482857],[17.932523,49.477892],[17.929546,49.482114],[17.919412,49.476774],[17.909145,49.477523],[17.900242,49.48391],[17.905453,49.481814],[17.919439,49.48874],[17.92613,49.498389],[17.933937,49.493685],[17.946885,49.499163],[17.953425,49.49229],[17.963602,49.500435],[17.981425,49.506404],[17.992693,49.512809]]]}",545058,Valašské Meziříčí,22 306
"{""type"":""Polygon"",""coordinates"":[[[18.049317,49.169301],[18.072629,49.165408],[18.070613,49.157893],[18.088412,49.145037],[18.08278,49.144352],[18.069585,49.150706],[18.06459,49.157977],[18.049934,49.164471],[18.049317,49.169301]]]}",545112,Valašské Příkazy,307
"{""type"":""Polygon"",""coordinates"":[[[15.379075,50.455345],[15.385029,50.459836],[15.392571,50.457091],[15.40352,50.451608],[15.401955,50.449579],[15.385273,50.450105],[15.379075,50.455345]]]}",573701,Valdice,1 390
"{""type"":""Polygon"",""coordinates"":[[[15.957366,49.247587],[15.958876,49.252217],[15.964337,49.248731],[15.967391,49.255271],[15.974408,49.251735],[15.983147,49.257445],[15.987517,49.254058],[15.995217,49.260397],[16.006002,49.259321],[16.002765,49.235379],[15.989124,49.235243],[15.981499,49.240889],[15.957366,49.247587]]]}",587699,Valdíkov,110
"{""type"":""Polygon"",""coordinates"":[[[13.250869,50.146537],[13.227327,50.159416],[13.205073,50.149575],[13.187104,50.159757],[13.187939,50.165183],[13.200239,50.168645],[13.20604,50.166197],[13.222691,50.174891],[13.214584,50.182437],[13.22493,50.185374],[13.221657,50.198452],[13.232553,50.195553],[13.250243,50.195542],[13.264707,50.192011],[13.268275,50.190199],[13.279678,50.176463],[13.27406,50.168672],[13.287199,50.168225],[13.284186,50.156535],[13.26496,50.157484],[13.266819,50.153083],[13.284284,50.144653],[13.284236,50.137089],[13.250869,50.146537]]]}",555690,Valeč (KV),368
"{""type"":""Polygon"",""coordinates"":[[[16.002994,49.139659],[16.010547,49.145555],[15.996002,49.164964],[16.003127,49.166324],[16.024514,49.156687],[16.034262,49.160009],[16.053791,49.151256],[16.066074,49.140552],[16.060632,49.14157],[16.056717,49.128374],[16.039345,49.133653],[16.032561,49.131897],[16.002994,49.139659]]]}",591874,Valeč (TR),807
"{""type"":""Polygon"",""coordinates"":[[[16.71641,49.478289],[16.730761,49.470598],[16.747399,49.468821],[16.75071,49.464804],[16.736071,49.458286],[16.716851,49.462747],[16.705659,49.469384],[16.711707,49.473737],[16.71641,49.478289]]]}",582581,Valchov,450
"{""type"":""Polygon"",""coordinates"":[[[14.35649,50.70399],[14.347384,50.704573],[14.335882,50.696103],[14.325728,50.680022],[14.315273,50.675929],[14.28865,50.681254],[14.283885,50.684596],[14.295473,50.686762],[14.303091,50.695193],[14.305369,50.704863],[14.297782,50.714564],[14.310746,50.720076],[14.321091,50.717343],[14.333716,50.720292],[14.353769,50.716076],[14.364068,50.70556],[14.35649,50.70399]]]}",562874,Valkeřice,390
"{""type"":""Polygon"",""coordinates"":[[[17.38813,49.936112],[17.40588,49.940468],[17.409332,49.944001],[17.411519,49.946012],[17.441212,49.942611],[17.447477,49.93416],[17.44309,49.928005],[17.452715,49.925313],[17.449872,49.918554],[17.422309,49.920431],[17.404486,49.917963],[17.387598,49.928686],[17.38813,49.936112]]]}",551783,Valšov,239
"{""type"":""Polygon"",""coordinates"":[[[16.679895,48.756263],[16.688792,48.759646],[16.716025,48.763867],[16.708176,48.770743],[16.718222,48.773219],[16.733608,48.765825],[16.761059,48.762321],[16.787451,48.764461],[16.799819,48.76867],[16.800791,48.765293],[16.825638,48.758316],[16.838057,48.749],[16.836852,48.739259],[16.83092,48.73973],[16.806116,48.722944],[16.818098,48.716567],[16.812948,48.710947],[16.799653,48.709382],[16.789852,48.713872],[16.775776,48.711968],[16.763687,48.718668],[16.753889,48.720154],[16.747272,48.732139],[16.736729,48.729284],[16.723192,48.738212],[16.701111,48.736566],[16.682575,48.727815],[16.673832,48.742729],[16.679895,48.756263]]]}",584975,Valtice,3 575
"{""type"":""Polygon"",""coordinates"":[[[16.221375,48.787241],[16.206938,48.792476],[16.200574,48.796941],[16.213288,48.802542],[16.218691,48.808674],[16.203139,48.814633],[16.206066,48.817945],[16.213788,48.826656],[16.227956,48.825322],[16.241672,48.824256],[16.237936,48.819305],[16.232523,48.795905],[16.221375,48.787241]]]}",595039,Valtrovice,423
"{""type"":""Polygon"",""coordinates"":[[[12.641101,49.973243],[12.63489,49.9815],[12.639446,49.983528],[12.660964,49.991064],[12.666261,49.998231],[12.672914,49.989701],[12.665612,49.977387],[12.675859,49.973905],[12.675179,49.968974],[12.660634,49.974515],[12.641101,49.973243]]]}",539481,Valy (CH),473
"{""type"":""Polygon"",""coordinates"":[[[15.625064,50.03192],[15.639953,50.02399],[15.639108,50.016167],[15.632107,50.014886],[15.632167,50.02233],[15.617017,50.021589],[15.612048,50.018206],[15.588523,50.033041],[15.598296,50.037903],[15.625064,50.03192]]]}",575925,Valy (PA),491
"{""type"":""Polygon"",""coordinates"":[[[16.297171,50.133698],[16.310861,50.132428],[16.344695,50.137602],[16.347701,50.130483],[16.343764,50.128501],[16.353581,50.118795],[16.345891,50.1082],[16.351488,50.100503],[16.338823,50.089173],[16.335855,50.089433],[16.330917,50.094171],[16.316549,50.093929],[16.302491,50.098585],[16.296965,50.107543],[16.287127,50.10869],[16.275709,50.104776],[16.27941,50.110822],[16.268373,50.118104],[16.272617,50.127153],[16.297171,50.133698]]]}",576883,Vamberk,4 567
"{""type"":""Polygon"",""coordinates"":[[[15.421125,49.200397],[15.411348,49.198969],[15.395864,49.209685],[15.397921,49.21307],[15.41151,49.216432],[15.42978,49.21338],[15.435781,49.206123],[15.437017,49.197907],[15.421125,49.200397]]]}",588083,Vanov,89
"{""type"":""Polygon"",""coordinates"":[[[16.699633,49.57543],[16.699598,49.575335],[16.697928,49.563507],[16.69256,49.554284],[16.679711,49.557029],[16.666394,49.5512],[16.66236,49.549903],[16.643897,49.558339],[16.641273,49.562421],[16.631216,49.560232],[16.624176,49.569391],[16.627014,49.578434],[16.632546,49.579305],[16.636772,49.576771],[16.649889,49.584887],[16.668283,49.574316],[16.699633,49.57543]]]}",582590,Vanovice,522
"{""type"":""Polygon"",""coordinates"":[[[15.41151,49.216432],[15.413063,49.227982],[15.425107,49.232435],[15.435708,49.229378],[15.434532,49.225691],[15.42978,49.21338],[15.41151,49.216432]]]}",588091,Vanůvek,38
"{""type"":""Polygon"",""coordinates"":[[[17.842058,48.98064],[17.848521,48.977901],[17.846207,48.964827],[17.851378,48.955739],[17.839664,48.947572],[17.823363,48.939361],[17.807759,48.943695],[17.794772,48.953271],[17.801604,48.959915],[17.815551,48.966539],[17.831083,48.968818],[17.828716,48.972787],[17.8403,48.974775],[17.842058,48.98064]]]}",592773,Vápenice,197
"{""type"":""Polygon"",""coordinates"":[[[17.154368,50.292269],[17.149527,50.284006],[17.154142,50.2717],[17.16477,50.262476],[17.151995,50.259521],[17.157545,50.253643],[17.153061,50.248296],[17.131485,50.241072],[17.093692,50.230873],[17.071319,50.245145],[17.050895,50.24629],[17.050403,50.250949],[17.061835,50.261951],[17.0775,50.266403],[17.073406,50.276824],[17.078795,50.291023],[17.081395,50.287229],[17.096492,50.299688],[17.10773,50.297844],[17.118359,50.291221],[17.126921,50.292686],[17.147925,50.28704],[17.154368,50.292269]]]}",541249,Vápenná,1 322
"{""type"":""Polygon"",""coordinates"":[[[15.684705,49.885235],[15.675808,49.886134],[15.669522,49.870835],[15.665244,49.875369],[15.665082,49.875697],[15.657646,49.884256],[15.649152,49.8847],[15.646471,49.895736],[15.653325,49.908182],[15.670336,49.910763],[15.682735,49.905927],[15.689064,49.909963],[15.696913,49.906474],[15.693241,49.894796],[15.684705,49.885235]]]}",572454,Vápenný Podol,304
"{""type"":""Polygon"",""coordinates"":[[[15.526877,50.096338],[15.526012,50.096324],[15.525812,50.096265],[15.524602,50.096257],[15.52227,50.096149],[15.522258,50.096635],[15.522265,50.096882],[15.52227,50.097098],[15.522276,50.097333],[15.52227,50.097725],[15.522186,50.098124],[15.522534,50.098152],[15.522198,50.098693],[15.522119,50.09879],[15.521958,50.098963],[15.521574,50.099492],[15.521349,50.099752],[15.521274,50.099909],[15.521183,50.100259],[15.521032,50.100313],[15.520876,50.10033],[15.520092,50.100445],[15.524995,50.106203],[15.52589,50.116673],[15.544737,50.109514],[15.544417,50.105108],[15.537469,50.104376],[15.537008,50.090411],[15.526877,50.096338]]]}",575933,Vápno,131
"{""type"":""Polygon"",""coordinates"":[[[15.550437,49.16763],[15.550163,49.172315],[15.562862,49.17013],[15.574016,49.162319],[15.589551,49.159441],[15.597313,49.161289],[15.594305,49.156429],[15.581188,49.152959],[15.561991,49.165695],[15.555487,49.164825],[15.550437,49.16763]]]}",588105,Vápovice,37
"{""type"":""Polygon"",""coordinates"":[[[14.535047,50.895387],[14.521803,50.896747],[14.533683,50.906865],[14.530018,50.912858],[14.537856,50.922614],[14.550223,50.930253],[14.560631,50.925154],[14.565061,50.918297],[14.582149,50.914678],[14.65032,50.931591],[14.652919,50.905447],[14.636376,50.897279],[14.633813,50.887343],[14.607658,50.888594],[14.590396,50.896138],[14.571912,50.895954],[14.567562,50.899639],[14.542295,50.900293],[14.535047,50.895387]]]}",562882,Varnsdorf,15 193
"{""type"":""Polygon"",""coordinates"":[[[14.193947,49.440833],[14.190585,49.432575],[14.199238,49.419179],[14.190457,49.417816],[14.187813,49.406508],[14.1821,49.407134],[14.163749,49.408377],[14.1405,49.421853],[14.127078,49.438971],[14.112684,49.444414],[14.122214,49.445629],[14.124833,49.457083],[14.132761,49.460573],[14.143605,49.458363],[14.161651,49.460161],[14.176694,49.467804],[14.190905,49.466029],[14.196127,49.457047],[14.188786,49.448462],[14.193947,49.440833]]]}",562211,Varvažov,184
"{""type"":""Polygon"",""coordinates"":[[[15.959253,49.514581],[15.947342,49.522687],[15.94943,49.528436],[15.966587,49.540688],[15.969443,49.539884],[15.985302,49.519679],[15.979123,49.51472],[15.959253,49.514581]]]}",596949,Vatín,322
"{""type"":""Polygon"",""coordinates"":[[[16.730836,49.376534],[16.725796,49.375589],[16.729062,49.363456],[16.715271,49.360743],[16.708862,49.362938],[16.715352,49.370164],[16.700642,49.38423],[16.690641,49.380008],[16.682114,49.396555],[16.681145,49.398666],[16.701912,49.401873],[16.70769,49.399957],[16.717741,49.409899],[16.717816,49.415142],[16.724878,49.41431],[16.732964,49.413961],[16.735981,49.40608],[16.728112,49.385479],[16.730836,49.376534]]]}",582603,Vavřinec (BK),876
"{""type"":""Polygon"",""coordinates"":[[[15.021487,49.898897],[15.021643,49.900685],[15.026042,49.913448],[15.022803,49.922521],[15.035365,49.927344],[15.045182,49.918206],[15.067353,49.914261],[15.082828,49.903407],[15.078137,49.895465],[15.05835,49.889421],[15.044836,49.89428],[15.021487,49.898897]]]}",534528,Vavřinec (KH),548
"{""type"":""Polygon"",""coordinates"":[[[16.686342,49.508858],[16.694632,49.515569],[16.67362,49.516739],[16.677093,49.53372],[16.677963,49.53642],[16.697466,49.533129],[16.69471,49.518299],[16.707049,49.509901],[16.708168,49.508277],[16.702693,49.500015],[16.690715,49.49703],[16.69734,49.504423],[16.686342,49.508858]]]}",582611,Vážany (BK),231
"{""type"":""Polygon"",""coordinates"":[[[17.291608,49.03971],[17.293621,49.049087],[17.3128,49.049425],[17.322704,49.039548],[17.319265,49.035114],[17.321887,49.021132],[17.313926,49.024254],[17.305888,49.034573],[17.291608,49.03971]]]}",592781,Vážany (UH),438
"{""type"":""Polygon"",""coordinates"":[[[17.02526,49.242188],[17.0317,49.249636],[17.049339,49.252366],[17.066313,49.242573],[17.054469,49.227208],[17.053799,49.226961],[17.042783,49.226891],[17.029842,49.237518],[17.02526,49.242188]]]}",593656,Vážany (VY),465
"{""type"":""Polygon"",""coordinates"":[[[16.879515,49.12778],[16.87952,49.111893],[16.852889,49.1009],[16.845811,49.104832],[16.846089,49.105089],[16.859475,49.113357],[16.845917,49.12816],[16.84592,49.133338],[16.842971,49.136408],[16.853081,49.141938],[16.85672,49.136657],[16.869553,49.135681],[16.879515,49.12778]]]}",593664,Vážany nad Litavou,720
"{""type"":""Polygon"",""coordinates"":[[[15.864531,49.788253],[15.858173,49.792236],[15.852849,49.805695],[15.870246,49.813086],[15.874665,49.825557],[15.904032,49.828907],[15.920924,49.815869],[15.910462,49.806662],[15.90371,49.805485],[15.902449,49.794363],[15.886799,49.784941],[15.874243,49.790554],[15.864531,49.788253]]]}",572462,Včelákov,547
"{""type"":""Polygon"",""coordinates"":[[[14.451316,48.914896],[14.441494,48.918643],[14.461163,48.933514],[14.472642,48.941287],[14.471451,48.918645],[14.474715,48.918374],[14.469002,48.913163],[14.451316,48.914896]]]}",545228,Včelná,2 234
"{""type"":""Polygon"",""coordinates"":[[[15.030045,49.29662],[15.027689,49.30109],[15.035646,49.313232],[15.033042,49.321314],[15.034975,49.320408],[15.040688,49.313665],[15.055853,49.312643],[15.048048,49.291246],[15.041667,49.290299],[15.030045,49.29662]]]}",549002,Včelnička,233
"{""type"":""Polygon"",""coordinates"":[[[16.211115,49.602498],[16.198213,49.594117],[16.186369,49.596401],[16.179653,49.602373],[16.169018,49.599186],[16.148201,49.601612],[16.139802,49.596105],[16.131591,49.592028],[16.121432,49.599914],[16.130491,49.614279],[16.129187,49.621475],[16.140921,49.623432],[16.153402,49.619819],[16.15881,49.622329],[16.158394,49.631951],[16.184537,49.6234],[16.194903,49.630783],[16.200363,49.625263],[16.212965,49.624854],[16.212864,49.619661],[16.207282,49.61795],[16.211115,49.602498]]]}",596957,Věcov,710
"{""type"":""Polygon"",""coordinates"":[[[14.288018,50.43729],[14.285157,50.432732],[14.265512,50.427573],[14.246677,50.433119],[14.24022,50.437668],[14.251456,50.447295],[14.271558,50.453947],[14.28091,50.447918],[14.268182,50.443002],[14.26485,50.434858],[14.278433,50.440592],[14.288018,50.43729]]]}",565831,Vědomice,909
"{""type"":""Polygon"",""coordinates"":[[[16.388046,49.001735],[16.380735,49.002685],[16.380007,49.009985],[16.366093,49.012598],[16.363589,49.024513],[16.377652,49.029655],[16.387939,49.02256],[16.4034,49.02504],[16.422421,49.01128],[16.407336,49.009518],[16.403337,49.003517],[16.388046,49.001735]]]}",595047,Vedrovice,850
"{""type"":""Polygon"",""coordinates"":[[[16.295762,49.497565],[16.300773,49.484487],[16.275124,49.482548],[16.276223,49.480451],[16.268859,49.481751],[16.266554,49.493583],[16.259357,49.505785],[16.26435,49.508473],[16.295266,49.507236],[16.295762,49.497565]]]}",596965,Věchnov,332
"{""type"":""Polygon"",""coordinates"":[[[13.294697,49.716815],[13.283263,49.709856],[13.258805,49.711444],[13.254232,49.725002],[13.258084,49.72793],[13.253276,49.738293],[13.265154,49.74402],[13.28514,49.74528],[13.285511,49.737782],[13.296509,49.735107],[13.306018,49.724835],[13.294697,49.716815]]]}",559580,Vejprnice,4 302
"{""type"":""Polygon"",""coordinates"":[[[13.051746,50.506128],[13.044005,50.505192],[13.044149,50.48488],[13.033391,50.478588],[13.031892,50.466162],[13.025036,50.457105],[13.033762,50.456081],[13.024136,50.43096],[13.006801,50.426554],[12.993671,50.430618],[12.995559,50.433683],[13.018031,50.444983],[13.024059,50.453992],[13.01854,50.467102],[13.022485,50.486385],[13.032187,50.500319],[13.031792,50.509871],[13.042603,50.511673],[13.051746,50.506128]]]}",563404,Vejprty,2 866
"{""type"":""Polygon"",""coordinates"":[[[13.669204,49.88112],[13.671572,49.86476],[13.677872,49.860982],[13.672124,49.851339],[13.679435,49.848266],[13.667419,49.839252],[13.658565,49.834725],[13.659316,49.844992],[13.649092,49.859413],[13.639882,49.87121],[13.663311,49.883148],[13.669204,49.88112]]]}",560227,Vejvanov,256
"{""type"":""Polygon"",""coordinates"":[[[15.861143,49.960287],[15.860052,49.961837],[15.87076,49.966949],[15.881942,49.979443],[15.896807,49.976125],[15.899271,49.969028],[15.890565,49.963811],[15.885519,49.965337],[15.864304,49.958755],[15.861143,49.960287]]]}",572471,Vejvanovice,319
"{""type"":""Polygon"",""coordinates"":[[[16.755067,49.183806],[16.74577,49.181913],[16.745752,49.202801],[16.755052,49.210581],[16.763008,49.199589],[16.754966,49.191999],[16.755067,49.183806]]]}",584096,Velatice,760
"{""type"":""Polygon"",""coordinates"":[[[13.427932,50.074217],[13.430013,50.060955],[13.413864,50.062463],[13.395663,50.063606],[13.39018,50.082314],[13.40462,50.084999],[13.406837,50.089679],[13.407217,50.081776],[13.415776,50.083437],[13.419158,50.07645],[13.427932,50.074217]]]}",578924,Velečín,65
"{""type"":""Polygon"",""coordinates"":[[[17.402268,49.120948],[17.389752,49.119806],[17.403495,49.103222],[17.414881,49.099488],[17.414483,49.093304],[17.39489,49.093838],[17.379509,49.101449],[17.370424,49.109366],[17.365763,49.115241],[17.353093,49.125425],[17.367275,49.132095],[17.349174,49.149837],[17.321873,49.155561],[17.318807,49.164157],[17.332755,49.166976],[17.34701,49.181868],[17.354902,49.175494],[17.364753,49.160628],[17.379002,49.151484],[17.379216,49.142159],[17.400174,49.138728],[17.400303,49.138739],[17.406885,49.124882],[17.402268,49.120948]]]}",592790,Velehrad,1 170
"{""type"":""Polygon"",""coordinates"":[[[13.887971,50.508858],[13.881147,50.516155],[13.893054,50.51204],[13.899908,50.515957],[13.902941,50.530548],[13.899389,50.540271],[13.910291,50.551065],[13.899906,50.558732],[13.915327,50.553953],[13.927099,50.559297],[13.934449,50.558462],[13.957453,50.567935],[13.97511,50.573951],[13.983943,50.571835],[13.988821,50.577705],[14.004756,50.57149],[14.01311,50.561554],[14.020391,50.547169],[14.020369,50.547158],[13.99044,50.561763],[13.982091,50.550478],[13.988981,50.540193],[13.997313,50.538527],[14.014038,50.542878],[14.01922,50.541335],[14.015307,50.532918],[14.024158,50.525907],[14.015182,50.523929],[13.99807,50.510447],[13.996829,50.50284],[13.990076,50.502162],[13.982491,50.511162],[13.97232,50.509889],[13.964995,50.513951],[13.955612,50.524571],[13.936385,50.534552],[13.925074,50.529558],[13.927741,50.525536],[13.915315,50.525974],[13.90244,50.516741],[13.908867,50.511622],[13.895689,50.506572],[13.887971,50.508858]]]}",565849,Velemín,1 612
"{""type"":""Polygon"",""coordinates"":[[[13.560016,50.42847],[13.560067,50.428458],[13.567737,50.42335],[13.594433,50.417457],[13.591501,50.412251],[13.601138,50.41131],[13.599098,50.403554],[13.593737,50.392297],[13.584221,50.388334],[13.584594,50.380331],[13.576905,50.37269],[13.564905,50.372306],[13.55547,50.377055],[13.555149,50.387035],[13.549665,50.393503],[13.539025,50.396103],[13.537241,50.402159],[13.552837,50.416272],[13.560016,50.42847]]]}",566870,Velemyšleves,336
"{""type"":""Polygon"",""coordinates"":[[[14.531564,50.187619],[14.537642,50.188704],[14.543727,50.184576],[14.563489,50.182624],[14.570482,50.18563],[14.575981,50.183539],[14.573804,50.173736],[14.565425,50.16116],[14.560702,50.161669],[14.550524,50.164896],[14.534312,50.161638],[14.530769,50.166661],[14.532561,50.177256],[14.526932,50.177503],[14.534742,50.182967],[14.531564,50.187619]]]}",538965,Veleň,1 641
"{""type"":""Polygon"",""coordinates"":[[[14.673013,50.731127],[14.677901,50.718366],[14.688559,50.708824],[14.685324,50.704845],[14.676972,50.701344],[14.649644,50.707863],[14.656761,50.718727],[14.633451,50.71798],[14.623291,50.723267],[14.630315,50.72703],[14.64695,50.725355],[14.67025,50.733508],[14.673013,50.731127]]]}",562173,Velenice (CL),171
"{""type"":""Polygon"",""coordinates"":[[[15.200238,50.19632],[15.189356,50.203045],[15.195856,50.21544],[15.212357,50.216968],[15.215017,50.222141],[15.225413,50.219744],[15.237692,50.227205],[15.247363,50.223227],[15.246762,50.214825],[15.253468,50.209864],[15.244542,50.20316],[15.241563,50.209144],[15.235986,50.204218],[15.218227,50.207995],[15.218444,50.198779],[15.205296,50.200883],[15.202178,50.196656],[15.200238,50.19632]]]}",536083,Velenice (NB),209
"{""type"":""Polygon"",""coordinates"":[[[14.869162,50.124705],[14.860746,50.134615],[14.865363,50.136656],[14.873238,50.137235],[14.879685,50.147818],[14.89917,50.148339],[14.903639,50.130419],[14.892703,50.126488],[14.869162,50.124705]]]}",534871,Velenka,326
"{""type"":""Polygon"",""coordinates"":[[[16.737346,49.499667],[16.748131,49.491196],[16.756175,49.495862],[16.768889,49.493893],[16.76033,49.489199],[16.759495,49.478679],[16.758417,49.474324],[16.743836,49.473275],[16.747399,49.468821],[16.730761,49.470598],[16.71641,49.478289],[16.716249,49.485341],[16.723597,49.492648],[16.733669,49.492077],[16.737346,49.499667]]]}",530824,Velenov,261
"{""type"":""Polygon"",""coordinates"":[[[14.424755,48.827866],[14.426009,48.836079],[14.432585,48.839584],[14.442898,48.836712],[14.449609,48.839332],[14.448465,48.852989],[14.463901,48.849514],[14.46912,48.841269],[14.480869,48.837948],[14.47423,48.83709],[14.474604,48.828494],[14.486218,48.821858],[14.475965,48.816126],[14.467653,48.80656],[14.45819,48.808827],[14.445968,48.806609],[14.438064,48.811009],[14.442338,48.815977],[14.424755,48.827866]]]}",545821,Velešín,3 902
"{""type"":""Polygon"",""coordinates"":[[[16.871103,49.172681],[16.863943,49.167256],[16.843854,49.160097],[16.826585,49.183435],[16.839866,49.18811],[16.841371,49.192368],[16.844202,49.193957],[16.870244,49.179849],[16.871103,49.172681]]]}",593681,Velešovice,1 272
"{""type"":""Polygon"",""coordinates"":[[[17.547379,49.041557],[17.560674,49.044273],[17.569878,49.046473],[17.571971,49.039468],[17.584534,49.040248],[17.577795,49.035076],[17.585237,49.025872],[17.563461,49.020135],[17.565157,49.015263],[17.548816,49.014235],[17.547379,49.041557]]]}",592803,Veletiny,550
"{""type"":""Polygon"",""coordinates"":[[[15.302261,50.047389],[15.30353,50.040809],[15.322732,50.038279],[15.32435,50.026879],[15.318217,50.020844],[15.310943,50.023079],[15.303808,50.022327],[15.299774,50.014898],[15.290097,50.019701],[15.286684,50.021035],[15.289014,50.036786],[15.300524,50.039343],[15.302261,50.047389]]]}",533823,Veletov,261
"{""type"":""Polygon"",""coordinates"":[[[13.349096,49.216169],[13.342655,49.227617],[13.329609,49.238572],[13.339461,49.242576],[13.331773,49.252681],[13.330797,49.272347],[13.347555,49.286908],[13.365965,49.277867],[13.393075,49.278086],[13.411868,49.271918],[13.423284,49.277859],[13.429962,49.273988],[13.435265,49.278135],[13.442192,49.261833],[13.435212,49.253528],[13.414747,49.2626],[13.407578,49.26186],[13.405196,49.253206],[13.396535,49.248487],[13.38569,49.253019],[13.3726,49.241294],[13.362562,49.241767],[13.350747,49.234998],[13.35287,49.225888],[13.349096,49.216169]]]}",557366,Velhartice,850
"{""type"":""Polygon"",""coordinates"":[[[12.992138,50.2832],[13.005956,50.29355],[13.009268,50.292086],[13.016178,50.292268],[13.012698,50.285897],[13.01903,50.281953],[13.01057,50.273135],[12.992138,50.2832]]]}",555703,Velichov,543
"{""type"":""Polygon"",""coordinates"":[[[15.799148,50.346795],[15.792388,50.358382],[15.803634,50.355782],[15.803411,50.360023],[15.823477,50.361984],[15.834309,50.358086],[15.839562,50.363295],[15.858865,50.359928],[15.862535,50.354682],[15.861146,50.349067],[15.835549,50.348655],[15.832115,50.343727],[15.820953,50.340508],[15.816496,50.33467],[15.804721,50.337629],[15.808575,50.346882],[15.799148,50.346795]]]}",574554,Velichovky,746
"{""type"":""Polygon"",""coordinates"":[[[13.30786,50.278973],[13.306921,50.285755],[13.310529,50.288915],[13.331458,50.29154],[13.330549,50.296493],[13.351687,50.298972],[13.360541,50.293857],[13.372049,50.29516],[13.379353,50.291908],[13.381231,50.297559],[13.398374,50.296191],[13.402572,50.282035],[13.393592,50.280661],[13.396114,50.270366],[13.38838,50.269411],[13.380044,50.260583],[13.367128,50.25938],[13.352993,50.277913],[13.334968,50.275823],[13.319446,50.269078],[13.311479,50.27049],[13.30786,50.278973]]]}",563412,Veliká Ves (CV),321
"{""type"":""Polygon"",""coordinates"":[[[14.468685,50.240168],[14.470936,50.235968],[14.461902,50.229458],[14.446706,50.228099],[14.442335,50.234183],[14.42895,50.238941],[14.43281,50.248349],[14.441285,50.25204],[14.470678,50.252478],[14.468685,50.240168]]]}",538973,Veliká Ves (PY),382
"{""type"":""Polygon"",""coordinates"":[[[15.079011,50.047527],[15.08295,50.068174],[15.092366,50.080135],[15.104678,50.084272],[15.116118,50.086195],[15.120154,50.079122],[15.115627,50.072999],[15.125649,50.074503],[15.134389,50.070973],[15.128251,50.063955],[15.134536,50.037205],[15.11158,50.039534],[15.078409,50.044525],[15.079011,50.047527]]]}",533831,Velim,2 224
